Назва,Стан,Категорія,Місцезнаходження,Переможець,"Номер лота","Стартова ціна","Ціна продажу"
"Земельна ділянка  загальною площею 0,08 га, кадастровий номер 7423610000:00:003:0503, що розташована за адресою: Чернігівська область, м.Новгород-Сіверський, 1-й провулок Школьного,11 ","Торги не відбулися","Земельні ділянки","Чернігівська обл.",,413345,60536.00,
"Джинсові штани розмір 28 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414157,193.37,
"Легковий автомобіль Chevrolet AVEO 2007 року випуску, АХ1176ВА, кузов № KL1SF69YE7B121525","Торги відбулися","Легкові автомобілі","Харківська обл.","Учасник №36",414159,27302.00,47778.50
"Джинсові штани розмір 28 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414160,193.37,
"Бензопила ""Grunhelm GS38-14""","Торги відбулися",Інструменти,"Херсонська обл.","Учасник №1",414162,450.00,450.00
"Джинсові штани розмір 28 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414163,193.37,
"Бензопила ""ТЕМП БП-45В""","Торги відбулися",Інструменти,"Херсонська обл.","Учасник №1",414164,400.00,400.00
"Музичний центр PANASONIC","Торги не відбулися",Аудіотехніка,"Херсонська обл.",,414165,375.00,
"Джинсові штани розмір 28 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414166,193.37,
"Джинсові штани розмір 28 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414167,193.37,
"Джинсові штани розмір 29 зріст 33  (жіночі)","Торги не відбулися",Одяг,"Дніпропетровська обл.",,414169,193.37,
